id,age,job,marital,education,default,amount,housing
12255,48,services,married,secondary,no,7019,yes
12256,42,technician,married,secondary,no,679,yes
12257,28,admin.,single,secondary,no,296,yes
12258,63,retired,married,secondary,no,1495,no
12259,26,admin.,single,secondary,no,-35,no
12260,41,technician,married,secondary,no,190,no
12261,37,technician,married,secondary,no,95,no
12262,60,blue-collar,married,primary,no,11,no
12263,46,blue-collar,married,primary,no,2427,no
12264,50,blue-collar,married,secondary,no,372,yes
12265,52,management,married,tertiary,no,-970,yes
12266,48,services,married,secondary,no,975,yes
12267,30,technician,married,tertiary,no,71,yes
12268,28,management,single,tertiary,no,0,no
12269,42,admin.,single,unknown,no,-138,yes
12270,31,admin.,divorced,secondary,no,1352,yes
12271,31,services,single,secondary,no,712,no
12272,29,blue-collar,married,primary,no,5,no
12273,36,technician,married,tertiary,no,606,yes
12274,26,blue-collar,single,secondary,no,-204,yes
12275,44,management,single,tertiary,no,3,yes
12276,40,management,married,tertiary,no,294,yes
12277,34,self-employed,single,tertiary,no,693,yes
12278,33,services,married,secondary,no,0,yes
12279,60,retired,married,primary,no,17413,no
12280,31,technician,married,secondary,no,510,yes
12281,36,technician,married,secondary,no,-158,yes
12282,26,student,single,secondary,no,715,yes
12283,40,unemployed,married,secondary,no,0,yes
12284,44,blue-collar,married,secondary,no,1147,yes
12285,34,admin.,married,secondary,no,384,yes
12286,27,unemployed,single,tertiary,no,127,no
12287,32,housemaid,married,secondary,no,0,no
12288,35,services,married,secondary,no,52,yes
12289,56,blue-collar,married,secondary,no,244,yes
12290,55,services,married,unknown,no,715,yes
12291,34,management,single,tertiary,no,421,no
12292,26,admin.,single,secondary,no,96,no
12293,49,services,married,secondary,no,199,yes
12294,54,self-employed,divorced,tertiary,no,1323,no
12295,38,blue-collar,married,secondary,no,825,yes
12296,28,blue-collar,married,secondary,no,4,yes
12297,48,blue-collar,married,secondary,no,292,no
12298,41,technician,married,secondary,no,1043,yes
12299,46,entrepreneur,divorced,tertiary,no,148,yes
12300,40,management,single,tertiary,no,269,yes
12301,26,admin.,single,secondary,no,443,no
12302,41,management,married,tertiary,no,15449,no
12303,43,blue-collar,divorced,secondary,no,47,yes
12304,53,self-employed,married,primary,no,127,no
12305,50,services,married,secondary,no,2376,yes
12306,41,blue-collar,married,secondary,no,1165,no
12307,56,entrepreneur,married,unknown,no,575,no
12308,59,blue-collar,divorced,secondary,no,3573,no
12309,57,housemaid,married,secondary,no,271,no
12310,60,housemaid,married,primary,no,0,no
12311,31,services,single,secondary,no,295,no
12312,28,admin.,single,secondary,no,-281,yes
12313,47,management,married,tertiary,no,2306,no
12314,56,blue-collar,divorced,primary,no,190,yes
12315,27,services,single,secondary,no,139,no
12316,43,entrepreneur,married,secondary,no,641,yes
12317,51,management,married,tertiary,no,248,yes
12318,44,blue-collar,married,secondary,no,167,yes
12319,38,management,married,tertiary,no,0,no
12320,35,technician,divorced,secondary,yes,-52,yes
12321,50,technician,divorced,secondary,no,-54,yes
12322,63,retired,married,secondary,no,2896,no
12323,53,retired,single,secondary,yes,-741,yes
12324,57,management,married,tertiary,no,1016,no
12325,57,retired,single,secondary,no,-609,no
12326,31,admin.,single,secondary,no,1016,yes
12327,36,blue-collar,married,secondary,no,0,yes
12328,61,retired,married,secondary,no,0,no
12329,29,management,married,tertiary,no,0,yes
12330,46,technician,married,secondary,no,520,no
12331,43,unemployed,married,primary,no,731,no
12332,53,admin.,divorced,secondary,no,223,yes
12333,42,management,married,secondary,no,449,no
12334,31,technician,single,secondary,no,2544,no
12335,32,housemaid,married,primary,no,51,yes
12336,23,entrepreneur,single,secondary,no,1128,yes
12337,45,management,married,tertiary,no,1874,no
12338,38,blue-collar,married,secondary,no,789,yes
12339,34,management,married,tertiary,no,63,no
12340,38,services,single,secondary,no,70,yes
12341,41,admin.,single,secondary,no,985,yes
12342,43,blue-collar,married,secondary,no,625,yes
12343,31,unemployed,single,secondary,no,582,yes
12344,46,blue-collar,divorced,primary,no,452,yes
12345,60,management,married,tertiary,no,1574,no
12346,33,management,single,tertiary,no,307,no
12347,51,blue-collar,married,primary,no,959,no
12348,27,management,married,tertiary,no,54,yes
12349,24,student,single,secondary,no,125,no
12350,41,management,married,tertiary,no,1773,no
12351,54,management,married,tertiary,no,1197,yes
12352,34,blue-collar,married,primary,no,275,yes
12353,44,self-employed,married,primary,no,0,no
12354,29,housemaid,married,primary,no,0,yes
12355,34,admin.,divorced,secondary,no,479,yes
12356,42,housemaid,single,primary,no,1179,yes
12357,40,blue-collar,single,secondary,no,0,yes
12358,40,services,divorced,secondary,no,694,yes
12359,53,technician,divorced,primary,no,-834,yes
12360,61,retired,married,secondary,no,296,no
12361,30,services,single,secondary,no,1487,no
12362,34,technician,divorced,tertiary,no,66,no
12363,35,blue-collar,married,secondary,no,911,yes
12364,31,admin.,single,secondary,no,255,no
12365,44,management,married,tertiary,no,7454,no
12366,31,admin.,divorced,secondary,no,360,no
12367,60,retired,single,primary,no,470,no
12368,34,services,married,secondary,no,81,yes
12369,57,blue-collar,divorced,secondary,no,644,no
12370,36,management,married,tertiary,no,6172,yes
12371,36,blue-collar,married,secondary,no,29,yes
12372,30,technician,single,secondary,no,58,yes
12373,57,management,married,tertiary,no,2770,no
12374,53,technician,married,secondary,no,1982,yes
12375,52,retired,married,secondary,no,414,no
12376,38,entrepreneur,married,secondary,no,157,no
12377,60,management,married,unknown,no,264,no
12378,32,services,married,secondary,no,59,yes
12379,34,blue-collar,married,primary,no,503,yes
12380,32,management,single,tertiary,no,656,yes
12381,55,blue-collar,married,unknown,no,23,no
12382,39,blue-collar,married,unknown,no,18,no
12383,27,unknown,single,tertiary,no,6421,no
12384,36,blue-collar,married,secondary,no,866,yes
12385,52,self-employed,divorced,tertiary,no,10653,yes
12386,60,retired,married,tertiary,no,2557,yes
12387,59,management,single,secondary,no,671,yes
12388,55,management,married,secondary,no,190,no
12389,38,technician,single,secondary,no,9610,yes
12390,29,technician,single,tertiary,no,910,yes
12391,45,management,married,tertiary,no,96,yes
12392,27,technician,divorced,secondary,no,114,yes
12393,35,self-employed,married,secondary,no,2251,no
12394,40,management,married,tertiary,no,3352,yes
12395,31,blue-collar,single,secondary,no,770,yes
12396,32,management,single,secondary,no,3829,no
12397,33,self-employed,single,tertiary,no,1354,yes
12398,30,management,single,tertiary,no,370,no
12399,32,blue-collar,married,secondary,no,1197,yes
12400,29,technician,single,secondary,no,3313,yes
12401,71,retired,married,tertiary,no,14220,yes
12402,57,management,married,tertiary,no,132,yes
12403,36,housemaid,married,secondary,no,419,yes
12404,30,admin.,married,secondary,no,4,no
12405,26,management,divorced,tertiary,no,667,no
12406,40,services,married,secondary,no,1305,no
12407,36,management,single,tertiary,no,832,yes
12408,56,technician,divorced,secondary,no,689,yes
12409,44,management,married,tertiary,no,2400,yes
12410,29,student,single,secondary,no,1779,no
12411,35,blue-collar,married,secondary,no,3181,yes
12412,50,technician,married,secondary,no,797,yes
12413,48,services,divorced,primary,no,2805,no
12414,56,services,divorced,secondary,no,140,no
12415,42,unemployed,married,secondary,no,135,yes
12416,51,management,married,tertiary,no,0,no
12417,53,technician,married,secondary,no,5303,yes
12418,31,technician,married,tertiary,no,237,yes
12419,55,blue-collar,married,primary,no,3873,no
12420,52,management,married,tertiary,no,4173,no
12421,30,self-employed,single,tertiary,no,916,no
12422,49,services,married,secondary,no,-22,yes
12423,34,blue-collar,married,secondary,no,0,yes
12424,23,student,single,secondary,no,-116,yes
12425,30,blue-collar,married,primary,no,554,yes
12426,41,blue-collar,married,secondary,no,-68,yes
12427,43,blue-collar,married,primary,no,18,yes
12428,32,technician,married,tertiary,no,113,no
12429,29,blue-collar,married,secondary,no,76,yes
12430,76,retired,married,tertiary,no,2991,no
12431,55,unemployed,married,tertiary,no,5345,no
12432,25,blue-collar,single,secondary,no,1429,yes
12433,37,management,married,tertiary,no,4044,no
12434,30,management,single,secondary,no,293,yes
12435,30,technician,single,secondary,no,1499,no
12436,30,self-employed,married,secondary,no,581,yes
12437,36,services,married,tertiary,no,562,no
12438,30,management,married,tertiary,no,5381,no
12439,56,technician,married,secondary,no,589,yes
12440,30,services,married,unknown,no,4471,yes
12441,57,retired,married,unknown,no,230,no
12442,36,blue-collar,divorced,primary,no,553,no
12443,34,admin.,divorced,secondary,no,1085,no
12444,42,technician,married,tertiary,no,14282,yes
12445,25,admin.,single,secondary,no,1871,no
12446,31,entrepreneur,divorced,secondary,no,82,no
12447,34,management,married,tertiary,no,46,no
12448,32,admin.,single,tertiary,no,8866,no
12449,32,management,single,tertiary,no,2846,yes
12450,33,technician,single,secondary,no,338,yes
12451,35,technician,single,secondary,no,365,yes
12452,54,blue-collar,married,primary,no,7073,no
12453,56,self-employed,married,tertiary,no,719,no
12454,37,management,single,tertiary,no,2576,yes
12455,29,management,single,tertiary,no,642,no
12456,43,technician,married,secondary,no,282,no
12457,34,services,married,secondary,no,295,yes
12458,39,entrepreneur,married,primary,no,3373,yes
12459,35,technician,married,secondary,no,1368,no
12460,34,management,married,tertiary,yes,38,no
12461,45,blue-collar,married,secondary,no,4365,no
12462,35,admin.,single,tertiary,no,364,no
12463,59,retired,divorced,primary,no,2516,no
12464,24,student,single,primary,no,0,no
12465,52,blue-collar,married,primary,no,134,yes
12466,46,management,divorced,secondary,no,361,yes
12467,66,entrepreneur,married,primary,no,0,no
12468,35,technician,married,secondary,no,2779,no
12469,73,retired,married,primary,no,279,no
12470,34,technician,single,secondary,no,-269,yes
12471,49,unemployed,married,tertiary,no,2806,no
12472,42,technician,married,secondary,no,-184,yes
12473,31,technician,divorced,tertiary,yes,1200,no
12474,25,admin.,single,secondary,no,289,yes
12475,48,blue-collar,married,primary,no,3020,no
12476,31,technician,single,tertiary,no,1881,no
12477,28,services,single,secondary,no,168,no
12478,50,technician,divorced,unknown,no,2794,no
12479,49,services,married,secondary,no,66,yes
12480,31,self-employed,married,tertiary,no,3,yes
12481,34,blue-collar,married,tertiary,no,551,yes
12482,34,unemployed,single,secondary,no,0,no
12483,41,management,single,secondary,no,1286,yes
12484,37,admin.,married,secondary,no,190,yes
12485,34,technician,married,secondary,no,427,no
12486,24,student,single,secondary,no,387,no
12487,52,blue-collar,married,secondary,no,167,no
12488,55,management,divorced,tertiary,no,277,no
12489,32,management,single,tertiary,no,2613,no
12490,36,blue-collar,married,secondary,no,79,yes
12491,59,retired,married,tertiary,no,307,no
12492,31,technician,single,secondary,no,863,yes
12493,28,blue-collar,single,secondary,no,-303,yes
12494,57,retired,married,primary,no,9367,no
12495,31,management,married,tertiary,no,0,no
12496,50,services,married,secondary,no,26394,no
12497,42,blue-collar,married,primary,yes,398,yes
12498,37,blue-collar,married,primary,no,250,yes
12499,43,blue-collar,married,secondary,no,101,no
12500,31,admin.,single,secondary,no,320,yes
12501,25,self-employed,married,tertiary,no,1182,yes
12502,41,technician,married,tertiary,no,63,no
12503,55,technician,married,secondary,no,891,no
12504,47,unemployed,single,primary,no,289,no
12505,34,services,married,secondary,no,205,yes
12506,58,services,married,primary,no,2946,yes
12507,45,blue-collar,married,primary,no,18,yes
12508,27,technician,single,secondary,no,2293,yes
12509,57,technician,married,secondary,no,1469,yes
12510,57,retired,married,secondary,no,211,yes
12511,56,management,married,primary,no,1172,no
12512,39,management,single,tertiary,no,416,no
12513,41,blue-collar,married,secondary,no,0,yes
12514,30,admin.,married,secondary,no,46,yes
12515,30,services,single,secondary,no,677,yes
12516,55,blue-collar,single,secondary,no,82,no
12517,47,management,single,tertiary,no,4402,no
12518,28,blue-collar,single,secondary,no,2909,no
12519,44,self-employed,married,secondary,no,706,no
12520,47,blue-collar,married,secondary,no,438,yes
12521,30,student,single,unknown,no,809,no
12522,40,admin.,married,secondary,no,540,yes
12523,46,management,divorced,tertiary,no,449,yes
12524,57,services,divorced,secondary,no,4664,no
12525,38,blue-collar,married,primary,no,27,yes
12526,31,management,single,tertiary,no,924,no
12527,36,services,married,secondary,no,335,yes
12528,50,technician,divorced,secondary,no,116,yes
12529,31,admin.,single,secondary,no,-182,yes
12530,43,management,single,tertiary,no,-56,yes
12531,58,blue-collar,divorced,unknown,no,29,yes
12532,35,services,single,secondary,no,918,yes
12533,33,management,single,tertiary,no,4176,no
12534,32,management,single,tertiary,no,334,no
12535,38,technician,single,secondary,no,227,no
12536,52,services,married,primary,no,14,no
12537,46,management,divorced,tertiary,no,1329,no
12538,63,technician,married,secondary,no,973,no
12539,33,management,divorced,tertiary,no,-1027,yes
12540,28,self-employed,married,tertiary,no,232,yes
12541,37,admin.,married,secondary,no,0,no
12542,33,services,single,secondary,no,406,yes
12543,33,management,divorced,tertiary,no,166,yes
12544,49,blue-collar,married,primary,no,98,no
12545,38,housemaid,single,primary,no,199,yes
12546,49,retired,married,primary,no,375,no
12547,28,admin.,single,secondary,no,762,no
12548,27,student,single,tertiary,no,32,no
12549,42,management,divorced,tertiary,no,238,no
12550,35,blue-collar,married,unknown,no,75,yes
12551,49,technician,married,secondary,no,0,yes
12552,42,housemaid,married,primary,no,14752,no
12553,27,technician,single,secondary,no,16,no
12554,25,technician,single,secondary,no,1116,no
12555,34,management,divorced,tertiary,no,0,yes
12556,31,blue-collar,single,secondary,no,0,yes
12557,38,blue-collar,married,secondary,no,266,yes
12558,33,management,married,tertiary,no,188,yes
12559,49,retired,married,secondary,no,993,yes
12560,35,blue-collar,single,secondary,no,855,yes
12561,46,self-employed,single,primary,no,2032,no
12562,47,blue-collar,married,secondary,no,11305,no
12563,58,retired,married,primary,no,745,yes
12564,38,blue-collar,married,primary,no,0,no
12565,47,technician,divorced,secondary,no,1194,yes
12566,42,admin.,married,secondary,no,641,no
12567,28,blue-collar,married,primary,no,-55,yes
12568,52,self-employed,married,primary,no,-107,yes
12569,40,admin.,married,secondary,no,0,no
12570,46,blue-collar,married,secondary,no,1568,yes
12571,36,technician,married,tertiary,no,579,yes
12572,31,admin.,married,secondary,no,782,yes
12573,32,management,divorced,tertiary,no,1,yes
12574,44,management,married,secondary,no,13054,yes
12575,28,services,single,secondary,no,-358,yes
12576,40,blue-collar,married,secondary,no,-428,yes
12577,25,services,married,secondary,no,0,yes
12578,35,management,single,tertiary,no,620,yes
12579,59,technician,married,secondary,no,2528,no
12580,25,services,single,secondary,no,-141,yes
12581,47,technician,divorced,tertiary,no,8422,no
12582,31,technician,married,tertiary,no,1186,no
12583,32,blue-collar,married,secondary,no,0,no
12584,56,technician,married,secondary,no,778,no
12585,48,blue-collar,single,secondary,no,0,yes
12586,34,admin.,married,secondary,no,764,no
12587,26,technician,married,secondary,no,744,no
12588,52,admin.,married,secondary,no,5517,yes
12589,44,technician,married,secondary,no,5102,no
12590,43,management,divorced,tertiary,no,580,yes
12591,30,blue-collar,married,secondary,no,7,yes
12592,25,services,single,secondary,no,2,no
12593,32,services,single,secondary,no,473,yes
12594,31,entrepreneur,married,secondary,no,7518,yes
12595,34,management,divorced,tertiary,no,0,no
12596,36,technician,single,secondary,no,1228,yes
12597,37,blue-collar,married,secondary,no,287,yes
12598,47,admin.,divorced,secondary,no,106,yes
12599,56,management,single,tertiary,no,1092,yes
12600,42,services,married,secondary,no,-246,yes
12601,35,unemployed,married,secondary,no,194,yes
12602,38,technician,married,secondary,no,63,no
12603,33,blue-collar,married,primary,no,332,yes
12604,32,technician,single,secondary,no,0,yes
12605,48,blue-collar,married,secondary,no,7408,no
12606,31,management,single,tertiary,no,24870,yes
12607,39,blue-collar,married,secondary,no,1102,yes
12608,51,retired,married,secondary,no,1017,no
12609,35,management,married,tertiary,no,247,yes
12610,25,blue-collar,single,secondary,no,189,no
12611,50,blue-collar,married,primary,no,533,no
12612,42,blue-collar,married,primary,no,718,no
12613,22,management,single,tertiary,no,104,no
12614,33,management,single,tertiary,no,224,no
12615,26,management,single,tertiary,no,531,no
12616,35,services,married,secondary,no,586,yes
12617,31,services,single,secondary,no,481,yes
12618,44,technician,married,secondary,no,2981,yes
12619,51,blue-collar,married,secondary,no,19,no
12620,47,management,married,tertiary,no,5999,yes
12621,45,housemaid,married,primary,no,403,no
12622,49,blue-collar,married,primary,no,361,yes
12623,27,technician,single,secondary,no,905,yes
12624,63,retired,married,tertiary,no,8103,no
12625,37,admin.,single,tertiary,no,1000,yes
12626,44,entrepreneur,married,tertiary,no,624,no
12627,24,blue-collar,single,secondary,no,383,no
12628,26,student,single,unknown,no,198,no
12629,44,admin.,divorced,secondary,no,449,yes
12630,39,retired,divorced,primary,no,284,no
12631,46,blue-collar,married,primary,no,2473,no
12632,48,blue-collar,single,primary,no,1938,yes
12633,26,technician,single,secondary,no,24299,yes
12634,47,admin.,married,secondary,no,6703,no
12635,41,self-employed,married,tertiary,no,57,no
12636,36,student,single,unknown,no,172,no
12637,38,admin.,single,secondary,no,245,yes
12638,43,management,married,tertiary,no,479,yes
12639,28,blue-collar,married,secondary,no,1020,yes
12640,38,technician,single,secondary,no,8381,no
12641,38,unemployed,married,secondary,no,995,no
12642,36,admin.,single,secondary,no,3457,no
12643,31,management,single,tertiary,no,-307,yes
12644,80,retired,married,primary,no,2954,no
12645,37,services,single,secondary,no,1045,no
12646,21,student,single,secondary,no,126,yes
12647,32,self-employed,married,secondary,no,-33,yes
12648,42,technician,married,secondary,no,488,no
12649,78,retired,divorced,primary,no,2787,no
12650,51,technician,married,secondary,no,805,no
12651,28,self-employed,married,tertiary,no,120,yes
12652,56,technician,married,secondary,no,170,yes
12653,21,student,single,secondary,no,130,no
12654,27,management,single,tertiary,no,1720,no
12655,26,blue-collar,married,secondary,no,557,yes
12656,76,retired,married,primary,no,3324,no
12657,33,management,single,tertiary,no,308,yes
12658,40,admin.,single,secondary,no,2002,yes
12659,35,admin.,married,secondary,no,2321,yes
12660,53,technician,married,secondary,no,1344,no
12661,47,technician,divorced,primary,no,3524,yes
12662,37,management,single,secondary,no,1572,no
12663,33,technician,single,secondary,no,12177,no
12664,63,housemaid,married,primary,no,3173,no
12665,34,management,married,secondary,no,857,yes
12666,58,retired,married,primary,no,121,yes
12667,59,services,single,secondary,no,0,no
12668,35,services,married,primary,no,449,no
12669,35,management,married,tertiary,no,648,no
12670,41,entrepreneur,married,tertiary,no,373,no
12671,60,retired,married,secondary,no,5207,no
12672,33,services,divorced,secondary,no,1117,no
12673,35,management,single,tertiary,no,995,no
12674,49,blue-collar,married,secondary,no,-202,yes
12675,46,services,divorced,secondary,no,755,no
12676,33,admin.,single,tertiary,no,272,yes
12677,27,admin.,married,secondary,no,3,yes
12678,38,technician,married,secondary,no,4030,yes
12679,34,blue-collar,married,secondary,no,855,no
12680,52,management,married,tertiary,no,261,yes
12681,59,housemaid,married,primary,no,509,no
12682,23,student,single,secondary,no,922,no
12683,33,admin.,single,tertiary,no,622,yes
12684,55,retired,divorced,primary,no,53,yes
12685,29,admin.,single,secondary,no,187,no
12686,43,unemployed,divorced,primary,no,-70,yes
12687,32,technician,married,secondary,no,3322,yes
12688,40,unemployed,single,primary,no,5613,yes
12689,28,blue-collar,single,primary,no,431,yes
12690,35,unknown,married,primary,no,634,no
12691,30,technician,married,tertiary,no,1307,no
12692,36,management,married,tertiary,no,340,yes
12693,56,management,divorced,unknown,no,854,no
12694,56,management,married,tertiary,no,1803,no
12695,49,management,married,tertiary,no,108,no
12696,49,retired,married,primary,no,3478,no
12697,30,technician,single,secondary,no,782,yes
12698,29,admin.,single,secondary,no,818,yes
12699,44,unemployed,married,tertiary,no,1151,yes
12700,55,admin.,divorced,secondary,no,1872,no
12701,49,admin.,single,tertiary,no,228,yes
12702,60,blue-collar,married,primary,no,2221,no
12703,32,blue-collar,married,secondary,no,920,yes
12704,52,blue-collar,married,secondary,no,289,yes
12705,43,technician,married,secondary,no,533,yes
12706,48,services,married,secondary,no,6127,yes
12707,41,retired,single,primary,no,0,no
12708,27,technician,single,secondary,no,471,yes
12709,42,technician,married,secondary,no,315,yes
12710,56,management,married,secondary,no,145,no
12711,30,blue-collar,single,unknown,no,306,yes
12712,36,admin.,divorced,secondary,no,131,yes
12713,37,blue-collar,married,unknown,no,897,yes
12714,33,admin.,single,secondary,no,346,yes
12715,53,blue-collar,married,primary,no,421,yes
12716,49,management,married,tertiary,no,64,no
12717,41,blue-collar,married,secondary,no,1293,no
12718,41,technician,single,secondary,no,3023,no
12719,36,technician,married,tertiary,no,521,no
12720,29,technician,married,secondary,no,273,no
12721,31,blue-collar,married,primary,no,406,yes
12722,49,services,married,secondary,no,29,yes
12723,36,self-employed,single,tertiary,no,353,no
12724,38,services,married,secondary,no,775,no
12725,35,blue-collar,married,secondary,no,0,yes
12726,40,management,married,tertiary,no,570,yes
12727,73,retired,married,primary,no,508,no
12728,43,management,married,tertiary,no,536,yes
12729,59,retired,married,secondary,no,1521,yes
12730,28,management,single,tertiary,no,1996,yes
12731,33,admin.,married,tertiary,no,899,yes
12732,28,blue-collar,single,primary,no,16,yes
12733,47,management,married,secondary,no,490,yes
12734,44,blue-collar,married,secondary,no,130,yes
12735,30,technician,married,tertiary,no,296,no
12736,37,unemployed,married,tertiary,no,1236,no
12737,58,technician,married,secondary,no,449,yes
12738,58,blue-collar,married,primary,no,1231,no
12739,31,technician,married,tertiary,no,1496,yes
12740,51,management,divorced,secondary,no,2843,yes
12741,58,technician,married,secondary,no,950,yes
12742,42,blue-collar,married,secondary,no,1386,yes
12743,53,technician,married,secondary,no,264,no
12744,35,management,married,tertiary,no,0,yes
12745,51,entrepreneur,married,secondary,no,0,yes
12746,28,admin.,divorced,secondary,no,-504,yes
12747,34,management,married,secondary,no,243,no
12748,46,technician,married,tertiary,no,405,no
12749,30,technician,married,secondary,yes,-1019,yes
12750,46,retired,married,primary,no,270,yes
12751,69,retired,divorced,secondary,no,1806,no
12752,35,blue-collar,married,secondary,no,-17,yes
12753,26,management,single,tertiary,no,0,no
12754,30,technician,single,secondary,no,592,yes
12755,48,services,married,secondary,no,334,no
12756,26,management,single,tertiary,no,390,no
12757,59,technician,divorced,secondary,no,2735,no
12758,38,blue-collar,single,primary,no,1583,yes
12759,27,blue-collar,married,primary,no,60,yes
12760,36,self-employed,single,tertiary,no,351,no
12761,40,management,married,tertiary,no,592,yes
12762,31,services,married,secondary,no,1020,yes
12763,39,admin.,married,secondary,no,186,yes
12764,31,blue-collar,married,secondary,no,225,yes
12765,44,unemployed,single,unknown,no,3938,yes
12766,31,blue-collar,married,secondary,no,-617,yes
12767,37,services,married,secondary,no,1543,yes
12768,35,management,single,tertiary,no,704,no
12769,52,admin.,divorced,unknown,no,0,no
12770,43,management,single,primary,no,0,no
12771,51,admin.,married,secondary,no,3,no
12772,31,blue-collar,married,primary,no,292,yes
12773,61,retired,married,secondary,no,3340,no
12774,41,blue-collar,single,secondary,no,363,yes
12775,54,admin.,divorced,tertiary,no,122,no
12776,50,technician,married,secondary,no,1412,no
12777,60,housemaid,married,primary,no,1163,no
12778,49,management,married,tertiary,no,6613,no
12779,28,self-employed,single,tertiary,no,0,yes
12780,39,unemployed,married,primary,no,1147,yes
12781,39,blue-collar,married,secondary,no,284,yes
12782,35,blue-collar,single,secondary,no,5,no
12783,58,housemaid,married,primary,no,935,yes
12784,47,admin.,divorced,secondary,no,1139,yes
12785,49,blue-collar,married,secondary,no,2039,yes
12786,42,technician,married,tertiary,no,849,no
12787,55,management,married,tertiary,no,42,yes
12788,28,admin.,single,tertiary,no,282,yes
12789,32,blue-collar,married,primary,no,415,yes
12790,62,management,married,tertiary,no,0,no
12791,31,management,single,secondary,no,99,yes
12792,39,services,married,secondary,no,53,no
12793,40,admin.,married,primary,no,129,yes
12794,29,student,single,tertiary,no,652,yes
12795,49,technician,divorced,secondary,no,-54,yes
12796,41,technician,married,secondary,no,2990,yes
12797,41,technician,married,tertiary,no,1517,no
12798,43,self-employed,married,secondary,no,104,no
12799,42,blue-collar,married,secondary,no,352,yes
12800,42,unemployed,married,secondary,no,0,yes
12801,28,services,married,secondary,no,72,no
12802,32,services,single,secondary,no,187,yes
12803,44,technician,married,secondary,no,2126,no
12804,53,unknown,married,unknown,no,0,no
12805,36,technician,married,tertiary,no,911,yes
12806,44,management,married,tertiary,no,70,no
12807,58,services,divorced,secondary,no,462,no
12808,43,technician,married,secondary,no,449,yes
12809,42,admin.,divorced,secondary,no,0,yes
12810,42,blue-collar,married,primary,no,0,no
12811,38,unemployed,married,tertiary,no,2812,yes
12812,39,housemaid,married,primary,no,34,yes
12813,29,management,single,tertiary,no,572,yes
12814,27,management,single,tertiary,no,831,no
12815,35,admin.,married,secondary,no,2137,yes
12816,43,blue-collar,married,primary,no,632,yes
12817,53,entrepreneur,married,tertiary,no,49,no
12818,26,unknown,divorced,secondary,no,-295,yes
12819,44,services,divorced,secondary,no,-389,yes
12820,38,technician,single,secondary,no,373,yes
12821,46,management,divorced,tertiary,no,461,no
12822,36,housemaid,married,primary,no,78,yes
12823,23,technician,single,secondary,no,3092,no
12824,32,management,single,tertiary,no,469,yes
12825,46,technician,married,secondary,no,3,yes
12826,27,technician,married,secondary,no,-302,yes
12827,30,services,single,secondary,no,-271,yes
12828,47,blue-collar,married,primary,no,421,yes
12829,57,management,married,primary,no,80,no
12830,39,technician,married,tertiary,no,-1099,yes
12831,53,admin.,married,secondary,no,2924,no
12832,57,technician,divorced,secondary,no,2710,yes
12833,51,entrepreneur,married,tertiary,no,228,yes
12834,41,management,divorced,tertiary,no,902,yes
12835,30,services,married,secondary,no,0,yes
12836,28,management,single,tertiary,no,2380,no
12837,34,services,married,secondary,no,-62,yes
12838,36,blue-collar,married,primary,no,-255,yes
12839,30,admin.,single,secondary,no,60,no
12840,30,management,single,tertiary,no,3849,no
12841,44,admin.,married,secondary,no,73,yes
12842,53,self-employed,single,secondary,no,731,no
12843,54,management,married,tertiary,no,1114,yes
12844,30,admin.,married,secondary,no,5220,yes
12845,42,management,married,tertiary,no,1773,no
12846,59,retired,married,secondary,no,2376,no
12847,55,services,divorced,primary,no,653,no
12848,36,management,single,tertiary,no,953,yes
12849,54,technician,married,secondary,no,2500,no
12850,59,blue-collar,married,primary,no,416,no
12851,26,blue-collar,married,secondary,no,484,yes
12852,33,unemployed,single,unknown,no,170,yes
12853,42,management,married,unknown,no,1333,yes
12854,48,housemaid,married,tertiary,no,5473,no
12855,50,technician,single,secondary,no,330,no
12856,31,blue-collar,single,secondary,no,2597,yes
12857,26,technician,single,secondary,no,174,yes
12858,32,entrepreneur,married,tertiary,no,762,no
12859,36,technician,married,tertiary,no,62,no
12860,48,management,married,tertiary,no,734,yes
12861,47,technician,divorced,secondary,no,22,no
12862,29,management,married,tertiary,no,340,yes
12863,32,admin.,married,secondary,no,4764,no
12864,45,services,married,secondary,no,520,yes
12865,55,retired,married,secondary,no,393,no
12866,55,technician,married,secondary,no,1938,no
12867,47,blue-collar,married,secondary,no,243,yes
12868,35,entrepreneur,married,secondary,no,4872,yes
12869,36,management,married,secondary,no,122,yes
12870,42,blue-collar,married,secondary,no,902,yes
12871,42,blue-collar,married,secondary,no,2374,no
12872,55,services,married,secondary,no,0,no
12873,57,retired,married,secondary,no,256,no
12874,32,management,married,tertiary,no,101,yes
12875,48,services,married,secondary,no,74,no
12876,39,admin.,single,tertiary,no,2600,yes
12877,28,admin.,single,secondary,no,-215,yes
12878,35,technician,married,tertiary,no,629,yes
12879,49,services,divorced,secondary,no,315,yes
12880,35,management,single,tertiary,no,48,yes
12881,44,self-employed,married,tertiary,no,292,yes
12882,38,services,married,tertiary,no,658,no
12883,33,management,single,tertiary,no,541,yes
12884,38,management,married,tertiary,no,425,yes
12885,50,unknown,married,primary,no,341,yes
12886,38,management,married,secondary,no,124,no
12887,67,management,married,tertiary,no,694,no
12888,34,technician,married,tertiary,no,1806,yes
12889,35,technician,married,secondary,no,561,yes
12890,49,technician,divorced,secondary,no,342,no
12891,56,management,married,secondary,no,1502,no
