id,loan,contact,day,month,duration,campaign,previous,y
12061,no,cellular,7,jul,337.9545991,3,0,1
12062,no,cellular,29,jul,,2,0,1
12063,yes,cellular,6,may,512.0248531,4,3,1
12064,no,sending _document,2,jun,292.773115,1,0,0
12065,no,sending _document,20,jun,168.2915361,2,0,0
12066,no,sending _document,14,may,390.2752679,2,0,1
12067,yes,cellular,30,jul,358.0968432,2,0,1
12068,no,cellular,24,jul,316.1061644,2,0,0
12069,no,cellular,21,nov,,1,0,0
12070,yes,sending _document,12,may,326.4825687,12,0,0
12071,no,sending _document,23,may,292.7640642,3,0,1
12072,no,sending _document,15,may,,3,0,1
12073,yes,cellular,29,aug,,6,0,1
12074,no,cellular,16,jul,421.7383769,2,0,1
12075,no,sending _document,30,may,223.8201506,2,0,0
12076,yes,cellular,7,jul,390.702698,1,0,1
12077,no,cellular,7,apr,237.7581454,3,0,0
12078,no,cellular,30,apr,,2,0,0
12079,yes,cellular,5,feb,216.0012031,7,0,0
12080,no,cellular,18,aug,410.1311013,5,0,0
12081,no,cellular,12,apr,,1,1,1
12082,no,cellular,30,jul,313.7776354,3,0,1
12083,no,cellular,5,feb,381.4004016,2,0,0
12084,yes,sending _document,13,may,,4,0,1
12085,no,cellular,2,jul,,1,2,0
12086,yes,cellular,17,jul,,3,0,1
12087,yes,sending _document,24,jun,239.8888591,5,0,0
12088,no,sending _document,20,may,350.9379738,1,0,1
12089,no,sending _document,20,jun,245.5526833,3,0,0
12090,no,cellular,23,jul,326.4163684,1,0,0
12091,yes,cellular,6,may,401.7576171,2,4,0
12092,no,cellular,21,nov,284.6814817,2,1,0
12093,no,cellular,14,aug,183.2992587,1,0,0
12094,no,cellular,14,oct,242.2161717,1,3,0
12095,no,cellular,5,may,266.3030175,1,0,0
12096,no,sending _document,11,jun,137.7371211,1,0,0
12097,no,cellular,19,feb,219.7063103,4,2,0
12098,no,sending _document,6,may,412.8692464,2,0,1
12099,no,sending _document,12,may,267.6357838,1,0,0
12100,no,cellular,27,aug,,4,0,1
12101,no,telephone,13,nov,281.666912,2,3,0
12102,no,cellular,13,may,392.651404,3,0,1
12103,yes,sending _document,28,may,433.993198,2,0,0
12104,no,cellular,20,apr,390.3983595,1,0,0
12105,no,cellular,29,aug,369.324781,3,0,1
12106,yes,cellular,9,jul,284.3581743,1,0,0
12107,no,cellular,5,aug,,2,0,0
12108,no,telephone,21,jul,294.7848208,11,0,0
12109,no,telephone,29,jul,312.0896364,1,0,0
12110,no,cellular,3,feb,,1,0,0
12111,yes,sending _document,13,may,,1,0,1
12112,no,cellular,17,jul,428.0640367,3,0,1
12113,no,telephone,28,jan,,1,0,0
12114,no,cellular,31,aug,246.2678663,2,4,0
12115,no,sending _document,19,may,338.8116271,4,0,0
12116,no,cellular,7,jul,,1,0,0
12117,yes,cellular,17,nov,461.3285278,2,0,0
12118,no,cellular,17,apr,,1,4,1
12119,no,sending _document,13,may,248.4686674,1,0,0
12120,yes,cellular,14,may,409.2196574,2,0,0
12121,no,cellular,8,jul,,1,0,1
12122,no,cellular,14,aug,58.0634231,2,0,0
12123,no,cellular,8,jul,,1,0,0
12124,no,sending _document,13,may,,1,0,1
12125,no,cellular,7,aug,449.590553,1,2,0
12126,no,sending _document,15,may,388.6871611,2,0,0
12127,no,cellular,20,nov,342.2647815,2,0,1
12128,no,sending _document,3,jun,365.3509661,2,0,1
12129,no,cellular,27,aug,246.6880028,19,0,0
12130,no,sending _document,9,may,359.5248112,3,0,0
12131,no,cellular,5,feb,,1,5,0
12132,no,sending _document,16,may,112.295229,1,0,0
12133,no,cellular,24,jul,,1,0,0
12134,no,cellular,2,feb,308.297464,1,0,0
12135,yes,cellular,8,jul,347.1128621,2,0,0
12136,no,sending _document,26,may,359.1317523,1,0,1
12137,no,cellular,18,may,300.8719175,9,2,0
12138,no,cellular,8,jun,344.708486,2,0,0
12139,no,sending _document,3,jul,,1,0,0
12140,no,cellular,17,apr,312.0417511,1,1,0
12141,no,cellular,23,sep,458.9138919,1,4,0
12142,yes,cellular,17,nov,346.4159488,2,0,0
12143,no,cellular,14,sep,349.1120451,2,2,0
12144,no,cellular,28,may,203.5573731,3,0,1
12145,no,cellular,18,aug,230.51169,2,0,0
12146,no,cellular,2,feb,,2,0,0
12147,no,cellular,18,jul,235.6977913,2,0,0
12148,no,sending _document,29,may,274.6169171,2,0,0
12149,no,sending _document,14,may,426.7292896,1,0,1
12150,no,telephone,15,apr,356.0745623,3,0,1
12151,no,cellular,29,aug,127.9882451,13,0,0
12152,no,cellular,29,aug,208.4757694,10,0,1
12153,no,cellular,17,nov,229.9904691,2,0,0
12154,yes,cellular,5,may,540.519321,2,5,0
12155,no,cellular,22,may,,3,0,0
12156,no,cellular,15,may,,2,0,0
12157,yes,cellular,20,aug,,2,0,0
12158,no,cellular,5,mar,,1,6,0
12159,no,sending _document,16,may,298.2538116,10,0,0
12160,no,cellular,28,jul,321.4418744,5,0,0
12161,no,telephone,14,apr,295.2886481,6,0,1
12162,no,cellular,19,nov,,1,0,0
12163,no,cellular,28,jul,380.130481,11,0,1
12164,no,cellular,7,jul,315.4210543,4,0,0
12165,yes,telephone,8,jul,264.1024377,3,0,1
12166,no,telephone,3,sep,239.373344,1,1,0
12167,yes,cellular,19,nov,434.3262771,2,12,0
12168,no,cellular,22,aug,,4,0,0
12169,no,sending _document,14,may,367.0418743,2,0,0
12170,no,cellular,31,jul,294.0336328,6,0,1
12171,yes,sending _document,26,may,470.5401838,1,0,1
12172,no,cellular,19,aug,,1,0,0
12173,no,cellular,22,aug,277.4942073,6,0,0
12174,no,cellular,18,feb,,3,0,1
12175,no,cellular,15,may,331.7654387,1,1,1
12176,no,cellular,2,feb,204.0427923,3,0,0
12177,no,cellular,12,may,249.5834625,2,0,0
12178,no,sending _document,4,jun,331.7801381,1,0,1
12179,no,cellular,25,aug,234.7815534,4,0,0
12180,no,cellular,27,aug,362.7832666,14,0,1
12181,no,sending _document,16,may,,6,0,1
12182,no,cellular,7,may,390.6881106,3,0,1
12183,no,cellular,27,jul,,4,0,0
12184,no,cellular,28,jan,,2,0,0
12185,no,sending _document,20,jun,281.1602237,3,0,1
12186,no,cellular,14,may,358.0632206,6,1,1
12187,yes,cellular,8,jul,398.5916819,1,0,1
12188,no,cellular,24,may,229.2275862,1,1,0
12189,no,cellular,16,sep,,1,0,0
12190,yes,cellular,18,nov,509.9575968,1,3,1
12191,no,cellular,2,sep,,1,3,0
12192,no,cellular,1,jun,,1,0,0
12193,yes,cellular,19,nov,406.6833103,2,1,1
12194,no,sending _document,16,may,362.4937283,1,0,1
12195,no,sending _document,8,may,,6,0,1
12196,no,sending _document,27,may,301.5695064,2,0,0
12197,no,sending _document,27,may,401.7383637,4,0,0
12198,no,sending _document,20,jun,233.4424349,1,0,0
12199,no,sending _document,14,may,316.1288037,1,0,0
12200,no,cellular,26,aug,,1,1,0
12201,yes,cellular,3,feb,,1,0,0
12202,no,cellular,24,jul,307.3682093,1,0,0
12203,no,cellular,17,apr,330.0371857,2,1,0
12204,no,cellular,7,jul,,1,0,0
12205,no,cellular,25,jan,366.410938,2,1,1
12206,no,cellular,12,may,292.6502874,3,0,0
12207,no,cellular,23,jul,299.8640532,4,0,0
12208,no,cellular,20,nov,294.7706527,2,0,0
12209,no,telephone,2,jul,,3,0,0
12210,no,cellular,5,may,,1,0,0
12211,no,cellular,17,apr,283.6109006,2,0,0
12212,no,cellular,15,may,236.6613025,7,0,0
12213,no,cellular,17,jul,319.217891,3,0,0
12214,no,cellular,28,jun,314.8837719,6,10,0
12215,no,cellular,4,may,265.0148385,1,0,0
12216,no,cellular,12,aug,277.5249177,3,5,1
12217,no,cellular,7,aug,271.0185375,2,0,0
12218,no,cellular,17,apr,275.6509385,2,1,0
12219,no,sending _document,4,jun,254.633272,1,0,0
12220,no,cellular,5,may,294.3910555,1,0,0
12221,no,cellular,12,mar,196.3767729,1,0,1
12222,no,sending _document,26,may,250.6494638,1,0,0
12223,no,sending _document,28,may,309.4506623,1,0,1
12224,no,telephone,13,may,230.3069568,2,3,0
12225,no,cellular,7,jul,,1,0,0
12226,no,cellular,29,sep,,2,4,0
12227,no,cellular,18,nov,,1,0,0
12228,no,cellular,11,aug,234.2077837,4,0,0
12229,no,cellular,5,aug,220.7552967,1,0,0
12230,no,sending _document,5,jun,230.9654496,1,0,0
12231,yes,cellular,10,jul,402.8283421,1,0,0
12232,no,cellular,5,may,317.2579567,2,1,0
12233,no,cellular,3,jun,330.4824709,1,0,0
12234,no,sending _document,8,may,326.2947229,2,0,1
12235,no,cellular,19,aug,,2,0,0
12236,no,cellular,5,may,334.2125214,7,0,0
12237,no,sending _document,9,may,287.9854747,1,0,0
12238,no,sending _document,4,jun,333.9484469,1,0,1
12239,yes,sending _document,15,may,302.3035986,2,0,0
12240,no,cellular,29,aug,,2,0,0
12241,no,cellular,22,jul,,3,0,1
12242,no,cellular,21,aug,,2,0,0
12243,no,sending _document,5,jun,305.9126866,2,0,0
12244,no,cellular,20,apr,283.986875,1,2,0
12245,yes,cellular,8,jul,,2,0,0
12246,no,cellular,5,may,401.113139,4,3,1
12247,yes,cellular,11,aug,482.6611284,5,0,0
12248,yes,cellular,11,may,378.9905896,3,0,0
12249,no,cellular,25,jul,,6,0,0
12250,no,cellular,31,mar,313.5193121,3,0,1
12251,yes,cellular,2,feb,473.2841569,2,1,0
12252,no,cellular,3,jun,446.6398708,1,1,0
12253,no,cellular,30,jun,,1,0,0
12254,yes,cellular,28,jul,439.2437436,10,0,1
12255,no,sending _document,30,may,415.7325532,3,0,1
12256,no,cellular,11,may,395.6927643,2,0,0
12257,no,sending _document,13,may,248.012541,1,0,0
12258,no,cellular,25,oct,271.093497,1,4,0
12259,yes,cellular,8,jul,,1,0,0
12260,no,cellular,21,nov,,7,0,0
12261,no,cellular,6,feb,,3,0,0
12262,no,telephone,26,aug,306.8413594,10,0,1
12263,no,cellular,23,jul,,1,0,0
12264,no,telephone,11,may,383.9358687,1,0,0
12265,no,cellular,4,feb,400.0107927,1,0,1
12266,yes,cellular,15,may,504.0202718,2,0,1
12267,no,cellular,25,jul,265.8243343,2,0,0
12268,no,telephone,27,may,,2,0,0
12269,no,sending _document,26,may,261.3513849,1,0,0
12270,no,sending _document,20,may,243.3719694,2,0,0
12271,no,cellular,31,jul,114.4160215,25,0,0
12272,no,cellular,3,jun,,1,0,0
12273,no,sending _document,4,jun,243.4718687,1,0,0
12274,no,sending _document,13,may,336.7551308,2,0,0
12275,no,cellular,6,may,315.7220677,1,0,0
12276,no,cellular,23,jul,310.1513427,5,0,1
12277,no,cellular,24,jul,277.1541352,1,0,0
12278,no,sending _document,26,may,300.0103009,6,0,0
12279,no,sending _document,9,jun,,1,0,0
12280,no,sending _document,21,may,322.5670563,3,0,1
12281,no,cellular,28,aug,331.5572588,7,0,0
12282,no,sending _document,20,jun,231.213604,10,0,0
12283,no,cellular,19,nov,346.2369073,1,1,1
12284,no,sending _document,18,jun,358.766149,3,0,0
12285,no,cellular,14,may,326.4220878,2,0,0
12286,no,cellular,3,feb,,3,0,0
12287,no,cellular,21,aug,,2,0,0
12288,no,cellular,2,mar,327.2409053,4,0,1
12289,no,cellular,14,may,430.4726116,3,0,1
12290,no,telephone,30,jul,388.1576122,2,0,0
12291,no,cellular,11,aug,,3,0,0
12292,no,cellular,2,jun,,1,2,0
12293,no,cellular,31,jul,350.2924348,25,0,1
12294,no,cellular,19,nov,249.053814,1,4,0
12295,no,cellular,17,apr,313.2752174,1,0,0
12296,no,cellular,15,may,271.9987322,1,0,0
12297,no,cellular,30,apr,220.0157131,1,1,0
12298,yes,sending _document,14,may,447.1288419,1,0,0
12299,no,cellular,18,may,413.1002841,3,5,1
12300,no,cellular,27,aug,349.9841071,4,0,0
12301,no,cellular,30,jul,,3,0,0
12302,no,cellular,22,aug,,9,0,0
12303,yes,cellular,13,may,407.7834887,2,1,0
12304,no,cellular,29,jan,,2,0,0
12305,no,cellular,24,sep,408.9589667,1,0,1
12306,no,sending _document,12,jun,,3,0,0
12307,no,sending _document,20,jun,,2,0,0
12308,no,cellular,15,may,329.3346106,1,0,1
12309,no,cellular,31,jul,,4,0,0
12310,yes,telephone,22,jul,396.8312,1,0,0
12311,no,cellular,2,feb,,5,0,0
12312,no,cellular,8,may,,4,4,1
12313,no,telephone,6,aug,,4,0,0
12314,no,cellular,12,may,373.9038765,8,9,0
12315,no,cellular,25,jul,,3,0,0
12316,yes,sending _document,2,jun,485.0501544,4,0,1
12317,yes,cellular,17,nov,474.919584,2,3,0
12318,no,cellular,15,may,439.225205,2,1,1
12319,no,cellular,19,aug,226.5369584,2,0,0
12320,no,sending _document,20,may,285.6979821,1,0,0
12321,yes,cellular,13,may,462.0202994,2,1,0
12322,no,cellular,1,jul,293.824966,1,2,1
12323,yes,cellular,17,nov,480.5582224,1,0,0
12324,no,telephone,10,dec,222.1555674,1,0,0
12325,yes,cellular,21,jul,281.9205789,1,0,0
12326,no,sending _document,20,jun,332.1173532,5,0,1
12327,no,cellular,17,nov,277.8410395,2,1,0
12328,no,cellular,2,feb,254.2429586,1,0,0
12329,yes,cellular,15,jul,372.9001354,1,0,0
12330,no,cellular,25,aug,310.6951499,4,0,1
12331,no,cellular,29,jul,230.6771204,4,0,0
12332,yes,cellular,22,jul,447.8665768,1,0,0
12333,no,cellular,18,jun,,2,3,0
12334,no,cellular,15,jul,,1,3,0
12335,no,cellular,12,may,244.4570422,1,0,0
12336,no,cellular,18,may,262.9545715,3,0,0
12337,no,cellular,28,jan,,1,0,0
12338,no,cellular,20,nov,328.4719151,4,1,0
12339,no,cellular,8,aug,,2,0,0
12340,no,cellular,15,may,257.6695642,3,0,0
12341,no,cellular,30,jun,281.5483813,2,11,0
12342,no,sending _document,30,sep,,1,0,1
12343,no,cellular,5,jun,262.0156797,2,0,0
12344,no,sending _document,9,may,,4,0,1
12345,no,cellular,26,may,,2,1,0
12346,no,cellular,23,jul,,6,4,0
12347,yes,cellular,24,jul,276.8836896,5,0,0
12348,no,cellular,15,may,263.1888729,3,0,0
12349,no,cellular,9,nov,,1,1,0
12350,no,sending _document,8,may,,1,0,0
12351,yes,cellular,31,jul,453.5673472,5,0,0
12352,no,sending _document,30,may,307.7007487,1,0,0
12353,no,cellular,20,nov,,3,0,0
12354,no,cellular,15,jul,255.5165612,3,0,0
12355,no,cellular,12,may,,1,5,1
12356,no,cellular,14,may,326.0160167,1,4,0
12357,no,sending _document,27,may,360.2608959,4,0,1
12358,no,cellular,31,jul,341.4679163,14,0,1
12359,yes,cellular,8,jul,451.9390457,1,0,0
12360,no,sending _document,17,jun,232.9515542,1,0,0
12361,yes,sending _document,27,jun,259.6606499,3,0,1
12362,yes,cellular,19,aug,,2,0,0
12363,no,cellular,20,nov,313.6329222,2,5,0
12364,no,cellular,27,jul,,2,1,0
12365,no,sending _document,5,jun,180.4686295,1,0,0
12366,no,cellular,15,may,,1,2,0
12367,no,sending _document,16,jun,220.8995482,2,0,0
12368,yes,cellular,9,jul,350.5220776,1,0,0
12369,yes,cellular,31,jul,339.761348,4,0,0
12370,yes,cellular,18,nov,411.3525539,2,0,0
12371,yes,cellular,31,jul,,1,0,1
12372,no,cellular,8,aug,296.4633888,2,0,0
12373,yes,telephone,21,jul,360.8356215,1,0,0
12374,yes,cellular,27,nov,495.0895936,1,0,1
12375,no,cellular,28,jan,,3,0,0
12376,yes,cellular,15,may,245.7419036,11,1,0
12377,no,telephone,1,feb,,1,0,1
12378,yes,sending _document,9,may,366.5363657,2,0,0
12379,no,sending _document,26,may,317.069242,2,0,0
12380,yes,cellular,20,apr,400.2181931,2,0,0
12381,no,cellular,30,jan,272.7583689,1,3,0
12382,no,cellular,7,jul,,3,0,0
12383,no,cellular,18,may,,3,4,0
12384,no,cellular,16,apr,231.0721802,1,0,0
12385,no,cellular,18,nov,365.9511621,1,0,0
12386,no,cellular,2,feb,,1,0,1
12387,yes,sending _document,15,may,485.3376184,5,0,1
12388,no,sending _document,9,jun,,2,0,0
12389,no,cellular,16,apr,366.0501025,2,0,0
12390,no,cellular,11,may,248.9961178,1,0,0
12391,no,cellular,16,jul,422.3436911,1,0,1
12392,yes,sending _document,9,may,511.0731304,2,0,1
12393,no,cellular,19,aug,,8,0,0
12394,no,cellular,19,nov,278.6777116,2,1,0
12395,no,cellular,16,apr,248.9609787,1,0,0
12396,yes,cellular,20,nov,224.3581807,1,0,0
12397,no,cellular,16,apr,295.7801834,1,2,0
12398,no,cellular,22,aug,,2,0,0
12399,yes,sending _document,16,may,,1,0,1
12400,no,sending _document,5,jun,262.4181088,3,0,0
12401,no,cellular,9,sep,511.1371078,1,0,1
12402,no,cellular,29,jul,418.7974058,3,0,1
12403,no,sending _document,30,may,359.8092267,1,0,1
12404,no,sending _document,20,jun,,2,0,0
12405,no,telephone,19,jun,,2,0,0
12406,no,cellular,22,jul,196.6703055,1,0,0
12407,no,cellular,20,apr,333.2501599,2,0,1
12408,no,cellular,17,nov,429.9684846,1,4,1
12409,no,sending _document,15,may,,1,0,1
12410,no,cellular,4,jun,108.0484961,1,0,1
12411,no,cellular,18,may,406.5767994,6,0,1
12412,no,sending _document,6,may,381.6887901,1,0,0
12413,yes,cellular,23,jul,345.695929,2,0,1
12414,no,cellular,10,jul,,1,0,0
12415,no,sending _document,13,may,431.157027,6,0,1
12416,no,sending _document,27,may,262.9982562,5,0,1
12417,no,telephone,17,apr,431.247496,3,1,1
12418,no,cellular,31,jul,305.9680063,2,0,0
12419,no,telephone,21,apr,,1,0,0
12420,yes,cellular,21,nov,,2,0,1
12421,no,cellular,29,dec,,2,0,0
12422,no,sending _document,8,may,468.7011016,1,0,1
12423,no,sending _document,30,jun,287.9338072,3,0,0
12424,no,sending _document,20,may,242.7292108,6,0,0
12425,no,sending _document,27,may,310.9088939,5,0,1
12426,no,sending _document,14,may,,2,0,1
12427,no,cellular,14,may,318.1979299,2,3,0
12428,yes,cellular,10,jul,301.283669,1,0,0
12429,no,cellular,6,feb,316.2103401,3,0,1
12430,no,cellular,25,jan,328.9567282,1,2,0
12431,no,sending _document,6,may,249.7130289,1,0,0
12432,no,sending _document,29,may,280.4242434,3,0,0
12433,no,cellular,12,aug,,4,0,0
12434,no,cellular,5,feb,251.8087011,1,2,0
12435,no,cellular,26,aug,206.678442,21,0,1
12436,no,cellular,21,nov,315.3440751,3,0,0
12437,no,cellular,25,may,,1,0,0
12438,no,cellular,17,nov,,1,0,0
12439,no,cellular,18,nov,,1,3,1
12440,no,sending _document,17,jun,228.9737562,2,0,0
12441,no,cellular,6,apr,239.4639869,2,3,0
12442,no,sending _document,17,jun,,4,0,0
12443,no,cellular,11,mar,211.0244812,7,0,1
12444,no,cellular,6,aug,,4,0,1
12445,no,cellular,4,jun,179.2767986,1,0,1
12446,no,telephone,21,nov,169.4265576,5,0,1
12447,no,cellular,19,aug,,5,0,0
12448,no,cellular,9,jun,,2,2,0
12449,no,cellular,30,oct,280.5041696,1,0,0
12450,no,cellular,29,jul,299.3734435,4,0,0
12451,no,sending _document,8,may,322.5732372,2,0,1
12452,no,cellular,26,aug,321.7409815,6,0,1
12453,no,cellular,27,aug,261.7049127,2,0,0
12454,no,cellular,13,may,272.0678418,1,0,0
12455,no,cellular,2,feb,93.6588343,3,0,0
12456,yes,cellular,21,nov,261.2299008,2,0,0
12457,yes,cellular,4,jul,,1,0,1
12458,no,cellular,19,nov,350.0872897,5,0,1
12459,no,cellular,27,may,,1,2,0
12460,no,cellular,8,aug,168.0535876,11,0,1
12461,yes,cellular,9,feb,363.6564056,2,0,1
12462,yes,cellular,30,apr,236.4623119,1,0,0
12463,no,sending _document,17,jun,304.835565,1,0,0
12464,no,sending _document,5,jun,,26,0,0
12465,no,cellular,15,may,364.6017707,2,3,0
12466,no,sending _document,19,may,321.700628,7,0,0
12467,no,telephone,12,aug,235.7560337,1,0,0
12468,no,cellular,26,apr,,2,2,0
12469,no,cellular,28,jan,349.1387424,3,0,1
12470,no,sending _document,17,jun,369.6502731,3,0,1
12471,no,cellular,23,jul,159.7797537,2,0,0
12472,yes,sending _document,28,may,456.7485638,1,0,1
12473,no,cellular,19,nov,,1,0,0
12474,no,cellular,21,jul,263.5869726,3,0,0
12475,no,cellular,12,aug,,3,0,0
12476,no,cellular,19,nov,,1,0,0
12477,no,cellular,12,jan,103.1526297,1,1,1
12478,no,cellular,12,aug,,2,0,0
12479,yes,cellular,21,nov,,4,0,1
12480,no,cellular,29,jul,338.5477659,4,0,1
12481,no,cellular,17,apr,421.3119595,2,11,1
12482,no,cellular,17,nov,108.6084279,2,0,0
12483,no,telephone,17,nov,356.7840756,4,0,0
12484,no,sending _document,5,may,408.8005031,2,0,1
12485,no,cellular,3,feb,,1,0,0
12486,no,telephone,4,may,99.34664349,8,0,1
12487,no,sending _document,16,jun,,1,0,0
12488,no,cellular,12,aug,218.0427135,3,0,0
12489,no,cellular,4,may,,2,0,0
12490,yes,cellular,2,jun,332.9636227,2,0,0
12491,yes,sending _document,11,jun,398.8064298,5,0,1
12492,no,cellular,3,feb,316.383307,1,5,0
12493,no,sending _document,23,may,338.4674604,2,0,1
12494,no,cellular,14,may,236.3337379,4,7,0
12495,no,cellular,11,aug,145.8005559,2,0,0
12496,no,cellular,25,aug,,4,0,0
12497,no,sending _document,16,may,374.0859954,4,0,1
12498,no,cellular,20,apr,296.6626532,3,1,1
12499,no,sending _document,6,jun,,1,0,0
12500,no,cellular,15,may,245.2264814,2,0,0
12501,no,sending _document,26,may,303.8025598,2,0,0
12502,no,cellular,25,aug,137.1886876,3,0,0
12503,no,sending _document,19,jun,283.1089781,1,0,1
12504,no,cellular,5,feb,,1,0,0
12505,no,sending _document,7,may,286.8174699,1,0,0
12506,no,cellular,14,may,420.2838311,1,0,0
12507,no,sending _document,26,may,327.864233,2,0,0
12508,no,cellular,18,may,344.9382601,3,1,1
12509,no,cellular,17,nov,395.9341196,1,0,0
12510,no,sending _document,5,may,320.9245764,2,0,0
12511,no,sending _document,9,jun,300.80325,3,0,0
12512,no,cellular,23,oct,161.3514946,4,0,1
12513,no,cellular,1,apr,272.3086536,2,0,0
12514,no,sending _document,6,may,279.172025,2,0,0
12515,no,cellular,21,nov,256.7188744,1,0,0
12516,yes,cellular,7,jul,271.4152686,1,0,0
12517,no,telephone,10,dec,,1,1,0
12518,no,cellular,6,feb,121.0802538,7,0,1
12519,no,sending _document,5,nov,167.3498745,1,0,1
12520,no,sending _document,7,may,354.2467206,3,0,0
12521,no,sending _document,2,jun,149.7383953,2,0,0
12522,no,cellular,10,jul,290.4870589,1,0,0
12523,no,cellular,2,feb,414.1024993,2,1,0
12524,no,cellular,21,nov,228.70601,4,1,0
12525,no,sending _document,27,may,256.7859493,4,0,0
12526,no,cellular,27,feb,84.93674249,1,0,0
12527,no,sending _document,9,may,294.1072858,2,0,1
12528,no,cellular,18,may,357.0588846,2,14,0
12529,no,cellular,7,jul,221.3900201,2,0,0
12530,no,cellular,18,nov,333.0298984,2,14,0
12531,no,sending _document,6,may,,1,0,1
12532,no,sending _document,29,may,419.5186039,1,0,1
12533,no,cellular,26,mar,143.3658355,3,0,1
12534,no,cellular,22,aug,,14,0,0
12535,no,cellular,13,aug,,4,0,0
12536,yes,cellular,28,jul,322.2869123,5,0,0
12537,no,cellular,3,jul,221.3861085,2,0,1
12538,no,cellular,25,feb,355.5639552,1,1,1
12539,no,sending _document,30,may,283.9034043,6,0,1
12540,yes,cellular,20,apr,396.5935431,1,0,0
12541,no,cellular,29,jul,222.0964563,4,0,1
12542,no,cellular,5,feb,283.9076828,1,1,0
12543,no,sending _document,2,jun,341.2406421,1,0,0
12544,yes,sending _document,19,jun,308.9804618,1,0,0
12545,no,cellular,12,may,278.772964,1,1,0
12546,yes,telephone,21,jul,303.2837526,7,0,0
12547,no,cellular,18,sep,173.9764339,3,0,1
12548,no,cellular,3,feb,,1,0,0
12549,no,cellular,25,sep,,1,0,0
12550,no,sending _document,16,jun,366.5953174,1,0,0
12551,no,cellular,11,jul,414.2264852,2,0,1
12552,no,sending _document,19,may,,2,0,0
12553,no,sending _document,19,may,,1,0,0
12554,yes,sending _document,17,jun,286.7031621,6,0,1
12555,no,cellular,19,nov,250.9109005,1,0,0
12556,yes,sending _document,16,may,367.567247,1,0,1
12557,no,sending _document,7,may,356.6516011,1,0,1
12558,no,sending _document,21,may,,1,0,1
12559,yes,cellular,8,may,536.2091086,1,2,1
12560,no,cellular,12,may,342.950537,1,1,1
12561,no,cellular,30,jul,,2,0,0
12562,no,cellular,22,aug,,6,0,0
12563,no,cellular,20,apr,,1,0,1
12564,no,sending _document,13,may,,2,0,0
12565,yes,cellular,30,jan,435.3688464,3,0,0
12566,no,cellular,4,aug,,1,1,0
12567,no,sending _document,7,may,229.8632047,2,0,0
12568,yes,sending _document,20,jun,423.9204734,2,0,0
12569,no,cellular,28,jul,216.4286843,2,11,0
12570,no,cellular,2,jun,420.3487608,1,6,1
12571,no,sending _document,16,jun,429.8457034,3,0,1
12572,no,cellular,20,nov,227.0879324,1,0,0
12573,no,sending _document,8,may,235.7828339,4,0,0
12574,no,sending _document,20,jun,,7,0,1
12575,no,sending _document,26,may,259.0863009,2,0,0
12576,no,sending _document,28,may,288.303321,3,0,0
12577,no,cellular,31,jul,280.3659378,28,0,1
12578,no,cellular,17,apr,264.6452945,2,0,0
12579,yes,sending _document,19,jun,,1,0,1
12580,no,cellular,18,may,294.2530883,2,2,0
12581,no,cellular,8,aug,260.9502152,4,0,0
12582,yes,telephone,31,jul,,16,0,0
12583,no,cellular,6,feb,,1,0,0
12584,no,cellular,9,jul,260.5026137,1,0,0
12585,no,cellular,5,may,400.6849553,1,0,0
12586,no,cellular,9,feb,,2,0,0
12587,no,cellular,15,apr,,1,0,0
12588,yes,cellular,29,jul,420.5995431,2,0,0
12589,no,cellular,23,sep,,1,0,0
12590,no,cellular,11,may,367.5595117,1,2,1
12591,no,cellular,29,jul,276.7615134,4,0,0
12592,no,cellular,8,jul,,1,0,0
12593,no,cellular,7,jul,251.9515868,5,0,0
12594,no,cellular,20,nov,279.3849782,3,0,0
12595,no,cellular,21,aug,,2,0,0
12596,no,cellular,14,aug,359.7577175,2,3,0
12597,no,sending _document,6,jun,324.7049848,2,0,1
12598,no,sending _document,15,may,,1,0,1
12599,yes,cellular,17,nov,483.8832502,3,4,0
12600,no,sending _document,7,may,418.5659651,1,0,1
12601,no,cellular,12,may,,3,0,1
12602,no,cellular,20,aug,177.7885635,4,0,0
12603,no,sending _document,6,may,281.8512379,2,0,0
12604,no,cellular,12,may,375.2471045,4,0,1
12605,yes,cellular,4,feb,340.745069,2,0,0
12606,no,sending _document,21,may,236.8718828,2,0,0
12607,no,cellular,15,may,,1,3,1
12608,no,cellular,30,jul,273.983783,6,0,0
12609,no,cellular,8,may,361.512696,3,3,1
12610,yes,cellular,8,jul,,2,0,0
12611,no,cellular,21,aug,209.7419852,4,0,1
12612,no,cellular,2,feb,,2,0,0
12613,yes,cellular,16,apr,281.5257307,3,0,1
12614,no,cellular,23,jun,,2,2,0
12615,yes,sending _document,27,may,259.6004968,1,0,0
12616,yes,cellular,17,apr,,2,2,1
12617,no,sending _document,21,may,329.9188825,2,0,1
12618,yes,cellular,22,may,470.3237436,1,2,0
12619,no,cellular,15,jun,,1,0,0
12620,no,cellular,7,aug,404.8939876,2,0,0
12621,no,cellular,2,apr,,1,0,0
12622,no,sending _document,16,jun,394.5615071,2,0,0
12623,yes,cellular,7,may,406.5414676,1,0,0
12624,no,cellular,7,aug,228.1108765,1,0,0
12625,no,cellular,15,jun,450.5313991,1,1,1
12626,no,telephone,14,aug,261.5313829,2,0,1
12627,no,cellular,27,may,,1,0,0
12628,no,cellular,5,feb,,1,0,0
