age,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
47,telephone,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,cellular,195,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,cellular,415,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
48,cellular,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34,cellular,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
42,cellular,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,cellular,122,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,cellular,160,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no
58,telephone,1045,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
43,cellular,70,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
28,cellular,326,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
37,cellular,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
43,telephone,345,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,199,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,cellular,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,telephone,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,cellular,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,cellular,180,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,cellular,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34,cellular,63,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
52,telephone,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
54,cellular,217,7,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
43,cellular,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,cellular,130,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
40,cellular,448,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,telephone,123,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,cellular,409,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,telephone,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29,cellular,96,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
53,cellular,122,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,cellular,1152,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
51,telephone,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,cellular,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,cellular,166,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
44,telephone,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
59,telephone,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
31,cellular,369,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
31,telephone,259,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
41,cellular,219,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
32,cellular,126,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
32,telephone,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
56,cellular,102,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
51,cellular,139,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2,yes
53,cellular,36,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
25,cellular,234,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
33,cellular,113,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
41,telephone,62,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,cellular,363,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,cellular,725,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
28,cellular,103,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
43,telephone,110,17,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,telephone,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,telephone,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30,cellular,873,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
49,cellular,441,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
55,telephone,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,cellular,125,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
29,cellular,75,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,no
35,cellular,358,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
40,cellular,141,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,cellular,176,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,telephone,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,cellular,183,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
39,cellular,169,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55,telephone,452,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,cellular,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,telephone,35,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,cellular,226,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,cellular,183,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
55,cellular,604,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
28,cellular,60,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
30,cellular,79,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
32,cellular,87,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,cellular,196,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,cellular,21,12,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
39,telephone,87,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
24,cellular,493,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
57,cellular,166,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
27,cellular,131,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
44,cellular,254,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,yes
32,cellular,232,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
37,telephone,262,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,cellular,406,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
31,cellular,180,1,10,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
58,cellular,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,cellular,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
48,cellular,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
42,cellular,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
31,cellular,212,2,3,6,success,-1.1,94.767,-50.8,1.048,4963.6,no
41,telephone,204,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
33,telephone,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
45,telephone,20,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
30,cellular,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
30,telephone,84,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
53,cellular,62,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,cellular,199,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
27,cellular,401,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,cellular,98,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
29,cellular,103,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,cellular,179,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
26,cellular,133,2,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,no
47,cellular,100,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39,telephone,504,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
29,cellular,22,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,cellular,206,1,3,1,success,-1.7,94.055,-39.8,0.715,4991.6,yes
56,cellular,97,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,no
30,cellular,166,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
32,cellular,131,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,cellular,291,1,999,3,failure,-1.1,94.601,-49.5,0.977,4963.6,no
49,telephone,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,cellular,134,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
58,cellular,1092,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
37,cellular,37,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
48,cellular,399,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
39,cellular,88,3,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
53,telephone,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
59,telephone,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
40,telephone,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,cellular,182,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
39,telephone,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,yes
30,cellular,138,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
48,cellular,203,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
51,cellular,81,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
29,cellular,190,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,cellular,136,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
30,telephone,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
62,cellular,112,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
30,cellular,93,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36,cellular,159,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
32,telephone,21,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
56,cellular,322,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
39,cellular,58,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
36,telephone,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,cellular,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
34,cellular,137,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
21,cellular,362,1,999,0,nonexistent,-1.1,94.601,-49.5,0.982,4963.6,yes
44,cellular,81,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,telephone,952,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,yes
37,cellular,223,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
37,telephone,8,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,cellular,58,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,cellular,147,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,telephone,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,telephone,316,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
57,cellular,190,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
29,telephone,339,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
33,cellular,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
40,cellular,90,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
43,cellular,426,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,yes
27,cellular,81,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
41,telephone,106,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
58,cellular,374,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
28,telephone,329,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
55,cellular,244,2,6,3,success,-1.7,94.027,-38.3,0.904,4991.6,yes
54,cellular,99,3,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,no
56,cellular,287,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,cellular,109,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
40,cellular,118,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
49,cellular,86,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,cellular,123,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,telephone,232,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
31,cellular,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,cellular,166,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
34,cellular,111,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,cellular,170,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,cellular,457,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
38,cellular,403,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,yes
37,cellular,48,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
29,cellular,5,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
30,cellular,374,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
54,cellular,85,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
43,cellular,393,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
33,telephone,92,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,cellular,256,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
57,cellular,124,6,999,0,nonexistent,-1.1,94.767,-50.8,1.031,4963.6,no
29,cellular,137,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,cellular,44,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
48,cellular,268,1,3,3,success,-1.8,93.876,-40,0.668,5008.7,yes
30,cellular,231,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
45,cellular,64,1,999,2,failure,-3.4,92.379,-29.8,0.741,5017.5,no
42,cellular,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
31,cellular,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,cellular,83,9,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
53,cellular,501,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
58,telephone,9,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
32,cellular,340,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
31,cellular,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53,cellular,545,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
53,telephone,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
32,cellular,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32,telephone,131,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
43,telephone,305,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
44,telephone,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
45,cellular,124,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
41,cellular,203,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
64,cellular,219,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,no
30,telephone,150,10,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
31,cellular,3643,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
27,cellular,1105,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
38,cellular,11,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
37,cellular,553,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
50,telephone,90,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
60,telephone,202,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
50,cellular,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
34,cellular,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,cellular,268,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,cellular,199,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
36,telephone,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,cellular,838,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
31,cellular,829,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
27,telephone,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
35,telephone,312,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,cellular,146,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
53,cellular,313,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
27,cellular,88,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
57,cellular,388,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
37,cellular,136,5,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
59,telephone,24,16,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
49,telephone,565,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,cellular,256,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,cellular,218,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
25,telephone,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
45,telephone,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
34,telephone,651,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
29,telephone,247,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
53,cellular,386,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,cellular,239,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
39,cellular,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,cellular,164,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
27,cellular,104,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,yes
55,cellular,156,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,no
32,cellular,55,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54,cellular,103,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,cellular,74,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
43,telephone,644,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,telephone,122,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
26,cellular,112,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
52,cellular,203,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,cellular,96,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,no
38,cellular,145,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
42,cellular,122,1,999,1,failure,-2.9,92.963,-40.8,1.099,5076.2,no
44,cellular,135,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
27,telephone,195,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
28,telephone,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
47,cellular,232,2,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,yes
34,cellular,206,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
55,cellular,163,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
34,telephone,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
25,telephone,103,3,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,no
31,cellular,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
35,cellular,393,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
50,cellular,718,4,999,3,failure,-1.1,94.199,-37.5,0.878,4963.6,no
22,cellular,106,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
48,telephone,375,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,telephone,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,cellular,107,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
50,telephone,234,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
25,cellular,112,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,no
51,telephone,231,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
32,telephone,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
59,cellular,646,3,6,1,success,-3,92.713,-33,0.7,5023.5,no
37,cellular,138,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
40,cellular,181,1,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
26,telephone,605,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
32,cellular,84,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
33,cellular,1176,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes
35,telephone,140,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,telephone,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
35,cellular,356,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,cellular,984,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
38,telephone,693,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
30,cellular,592,3,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
32,telephone,628,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
44,cellular,556,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,cellular,673,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,telephone,454,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
52,cellular,172,1,999,1,failure,-0.1,93.2,-42,4.12,5195.8,no
41,cellular,198,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
65,cellular,89,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
43,cellular,122,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
40,cellular,80,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
30,cellular,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
66,cellular,211,1,999,1,failure,-1.7,94.215,-40.3,0.896,4991.6,no
44,telephone,20,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
35,telephone,172,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
57,cellular,338,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
26,telephone,83,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
39,telephone,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
45,telephone,173,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
35,cellular,192,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes
42,cellular,90,4,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
36,cellular,146,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,no
46,cellular,195,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
35,cellular,192,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
24,cellular,145,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
50,cellular,204,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,cellular,67,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
39,telephone,206,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
57,cellular,769,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
42,telephone,110,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,cellular,35,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
41,telephone,1111,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
25,cellular,114,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
58,telephone,48,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
33,telephone,367,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
42,telephone,162,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
41,telephone,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,cellular,55,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
44,telephone,33,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,telephone,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
26,cellular,45,2,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,no
43,cellular,431,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
43,cellular,134,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
26,cellular,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
34,cellular,162,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
24,telephone,401,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
33,telephone,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
38,cellular,843,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
31,telephone,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,cellular,668,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
